"","X.1","X","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","latitude","longitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"9186",9186,9186,1500000914,NA,2015,"Thursday","PASSENGER CAR","PASSENGER CAR","CAMBRIDGE ST","473 CAMBRIDGE ST",42.3716011,-71.084198,"cloudy","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9187",9187,9187,1500000915,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","CARDINAL MEDEIROS AVE","375 CARDINAL MEDEIROS AVE",42.3707008,-71.0893021,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9188",9188,9188,1500000918,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","SHERMAN STREET","132 SHERMAN STREET",42.3903008,-71.1326981,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9189",9189,9189,1500000920,NA,2015,"Saturday","PASSENGER CAR","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","HURON AVE","40 HURON AVE",42.3848991,-71.1276016,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9190",9190,9190,1500000922,NA,2015,"Saturday","PASSENGER CAR","","GOLD STAR ROAD","25 GOLD STAR ROAD",42.3988991,-71.1307983,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9191",9191,9191,1500000923,NA,2015,"Saturday","PASSENGER CAR","PASSENGER CAR","HARVARD ST.","HARVARD ST. & HANCOCK ST.",42.3699989,-71.1069031,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9192",9192,9192,1500000924,NA,2015,"Saturday","PASSENGER CAR","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","CONCORD AVENUE","CONCORD AVENUE & FAWCETT STREET",42.3891983,-71.1460037,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9193",9193,9193,1500000925,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","SHERMAN ST","91 SHERMAN ST",42.388401,-71.1324997,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9194",9194,9194,1500000928,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","WILLOW STEET","98 WILLOW STEET",42.3722,-71.0920029,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9195",9195,9195,1500000926,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","HURON AVE","HURON AVE & LAKEVIEW AVE",42.3809013,-71.1399994,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9196",9196,9196,1500000929,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","MASS AVE","77 MASS AVE",42.3591995,-71.0936966,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9197",9197,9197,1500000930,NA,2015,"Sunday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","GORE ST","GORE ST & SEVENTH ST",42.3726006,-71.0850983,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9198",9198,9198,1500000931,NA,2015,"Sunday","PASSENGER CAR","","ALEWIFE BROOK PARKWAY","220 ALEWIFE BROOK PARKWAY",42.3885994,-71.1433029,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9199",9199,9199,1500000932,NA,2015,"Sunday","PASSENGER CAR","","ALEWIFE BROOK PARKWAY","170 ALEWIFE BROOK PARKWAY",42.3930016,-71.1408005,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9200",9200,9200,1500000933,NA,2015,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","AMHERST STREET","AMHERST STREET & WADSWORTH STREET",42.3610992,-71.0843964,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9201",9201,9201,1500000934,NA,2015,"Monday","SINGLE UNIT TRUCK (3 0R MORE AXLES)","PASSENGER CAR","GORE STREET","GORE STREET & LAMBERT STREET",42.3730011,-71.0865021,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9202",9202,9202,1500000935,NA,2015,"Monday","PASSENGER CAR","","ERIE STREET","150 ERIE STREET",42.3591995,-71.1062012,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9203",9203,9203,1500000936,NA,2015,"Tuesday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","","SECOND ST","SECOND ST & BINNEY ST",42.3653984,-71.0799026,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9204",9204,9204,1500000939,NA,2015,"Tuesday","PASSENGER CAR","","MASS AVE","MASS AVE & GARFIELD STREET",42.3838005,-71.1194992,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9205",9205,9205,1500000940,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","BISHOP ALLEN DRIVE","77 BISHOP ALLEN DRIVE",42.3652,-71.1013031,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9206",9206,9206,1500000945,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","OXFORD ST.","60 OXFORD ST.",42.3806992,-71.1164017,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9207",9207,9207,1500000946,NA,2015,"Wednesday","PASSENGER CAR","PASSENGER CAR","INMAN ST","23 INMAN ST",42.3679008,-71.1044006,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9208",9208,9208,1500000947,NA,2015,"Wednesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","YORK ST","YORK ST & HAMLIN ST",42.3698006,-71.092598,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9209",9209,9209,1500000948,NA,2015,"Wednesday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MT. AUBURN STREET","140 MT. AUBURN STREET",42.3739014,-71.1243973,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9210",9210,9210,1500000950,NA,2015,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASS AVE","413 MASS AVE",42.3632011,-71.0998993,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9211",9211,9211,1500000952,NA,2015,"Thursday","PASSENGER CAR","","BRISTOL ST","60 BRISTOL ST",42.3683014,-71.0931015,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9212",9212,9212,1500000953,NA,2015,"Thursday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","","FIRST ST","FIRST ST & THORNDIKE ST",42.3693008,-71.0772018,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9213",9213,9213,1500000957,NA,2015,"Friday","PASSENGER CAR","","CARDINAL MEDEIROS AVE","CARDINAL MEDEIROS AVE & MARNEY ST",42.3703003,-71.0895004,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9214",9214,9214,1500000955,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","MASSACHUSETTS AVE","795 MASSACHUSETTS AVE",42.3667984,-71.1060028,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9215",9215,9215,1500000956,NA,2015,"Friday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","PASSENGER CAR","MOUNT AUBURN ST","92 MOUNT AUBURN ST",42.3726006,-71.1201019,"SUNNY","5","2",NA,NA,NA,NA,NA,NA,"Spring"
"9216",9216,9216,1500000958,NA,2015,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CAMBRIDGE ST","143 CAMBRIDGE ST",42.3708,-71.0783997,"SUNNY","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9217",9217,9217,1500000959,NA,2015,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","CAMBRIDGE ST","CAMBRIDGE ST & FIRST ST",42.3706017,-71.0768967,"SUNNY","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9218",9218,9218,1500000961,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","CONCORD AVE","30 CONCORD AVE",42.3881989,-71.1421967,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9219",9219,9219,1500000962,NA,2015,"Sunday","PASSENGER CAR","","MASS AV","MASS AV & CAMBRIDGE ST",42.3768005,-71.1197968,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9220",9220,9220,1500000963,NA,2015,"Monday","PASSENGER CAR","","LINNAEAN ST","42 LINNAEAN ST",42.3834991,-71.1235962,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9221",9221,9221,1500000965,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","PORTLAND STREET","PORTLAND STREET & WASHINGTON STREET",42.3638992,-71.0932007,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9222",9222,9222,1500000967,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","HURON AVE","387 HURON AVE",42.3810005,-71.1395035,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9223",9223,9223,1500000969,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","BROADWAY","459 BROADWAY",42.3730011,-71.1102982,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9224",9224,9224,1500000971,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","ELLIOT ST","10 ELLIOT ST",42.3725014,-71.1216965,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9225",9225,9225,1500000970,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","AMES STREET","AMES STREET & MEMORIAL DRIVE",42.3591995,-71.0871964,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9226",9226,9226,1500000972,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","CONCORD AVE","CONCORD AVE & MOULTON STREET",42.3895988,-71.1481018,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9227",9227,9227,1500000973,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","BROADWAY STREET","459 BROADWAY STREET",42.3730011,-71.1102982,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9228",9228,9228,1500000974,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","BUS SEATS MORE THAN 15 PEOPLE","DUNSTER STREET","DUNSTER STREET & MT. AUBURN STREET",42.3722992,-71.1193008,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9229",9229,9229,1500000977,NA,2015,"Thursday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","THIRD ST","THIRD ST & SPRING ST",42.3689995,-71.0802994,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9230",9230,9230,1500000978,NA,2015,"Thursday","PASSENGER CAR","BUS SEATS MORE THAN 15 PEOPLE","MASS AVE","MASS AVE & VASSAR ST",42.360199,-71.094902,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9231",9231,9231,1500000980,NA,2015,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","JFK ST","56 JFK ST",42.3717995,-71.1207962,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9232",9232,9232,1500000981,NA,2015,"Thursday","PASSENGER CAR","","WINDSOR STREET","WINDSOR STREET & STATE STREET",42.3624992,-71.0968018,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9233",9233,9233,1500000983,NA,2015,"Thursday","PASSENGER CAR","","MOULTON ST","50 MOULTON ST",42.3913002,-71.1477966,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9234",9234,9234,1500000982,NA,2015,"Friday","PASSENGER CAR","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","PUTNAM AVE","593 PUTNAM AVE",42.3567009,-71.1069031,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9235",9235,9235,1500000985,NA,2015,"Friday","PASSENGER CAR","PASSENGER CAR","HAMPSHIRE STREET","HAMPSHIRE STREET & BRISTOL STREET",42.368,-71.0938034,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9236",9236,9236,1500000987,NA,2015,"Friday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PEARL ST","115 PEARL ST",42.3619995,-71.1055984,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9237",9237,9237,1500001012,NA,2015,"Friday","PASSENGER CAR","PASSENGER CAR","HAMPSHIRE ST","92 HAMPSHIRE ST",42.3688011,-71.0948029,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9238",9238,9238,1500000988,NA,2015,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASSACHUSETTS AV","2055 MASSACHUSETTS AV",42.3909988,-71.1224976,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9239",9239,9239,1500000989,NA,2015,"Sunday","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","PASSENGER CAR","LINCOLN ST","LINCOLN ST & UNION ST",42.3711014,-71.0944977,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9240",9240,9240,1500000990,NA,2015,"Sunday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","MT. AUBURN STREET","259 MT. AUBURN STREET",42.3748016,-71.132103,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9241",9241,9241,1500000992,NA,2015,"Sunday","MOTORCYCLE","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","WESTLEY AVE","5 WESTLEY AVE",42.3973007,-71.1322021,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9242",9242,9242,1500000993,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","RINDGE AVE","RINDGE AVE & SHERMAN ST",42.3935013,-71.1328964,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9243",9243,9243,1500000994,NA,2015,"Sunday","PASSENGER CAR","PASSENGER CAR","CAMBRIDGE ST","1450 CAMBRIDGE ST",42.3740005,-71.1027985,"snow","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9244",9244,9244,1500000995,NA,2015,"Monday","PASSENGER CAR","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","HUNTING STREET","20 HUNTING STREET",42.3732986,-71.0910034,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9245",9245,9245,1500000997,NA,2015,"Monday","PASSENGER CAR","","MASS AVE","MASS AVE & BOW STREET",42.3722,-71.1156006,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9246",9246,9246,1500000998,NA,2015,"Monday","PASSENGER CAR","UNKNOWN HEAVY TRUCK","IRVING STREET","IRVING STREET & BRYANT STREET",42.3796005,-71.1112976,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9247",9247,9247,1500001000,NA,2015,"Monday","PASSENGER CAR","PASSENGER CAR","MASS AVE","MASS AVE & ALBANY ST",42.3608017,-71.0960007,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9248",9248,9248,1500001001,NA,2015,"Tuesday","PASSENGER CAR","","MAGAZINE STREET","MAGAZINE STREET & WILLIAMS STREET",42.3634987,-71.1062012,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9249",9249,9249,1500001002,NA,2015,"Tuesday","PASSENGER CAR","","SIDNEY STREET","SIDNEY STREET & GREEN STREET",42.3624001,-71.1001968,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9250",9250,9250,1500001003,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","UNKNOWN HEAVY TRUCK","WATERHOUSE STREET","WATERHOUSE STREET & MASS AVE",42.3778992,-71.1205978,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9251",9251,9251,1500001005,NA,2015,"Tuesday","PASSENGER CAR","","BRATTLE ST.","BRATTLE ST. & SPARKS ST.",42.3778,-71.1302032,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9252",9252,9252,1500001007,NA,2015,"Tuesday","PASSENGER CAR","BUS SEATS MORE THAN 15 PEOPLE","SHERMAN STREET","111 SHERMAN STREET",42.3895988,-71.1326981,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9253",9253,9253,1500001009,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","HAMPSHIRE ST","HAMPSHIRE ST & INMAN ST",42.3735008,-71.100502,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9254",9254,9254,1500001010,NA,2015,"Wednesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","DOUGLAS ST.","12 DOUGLAS ST.",42.3647003,-71.1004028,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9255",9255,9255,1500001013,NA,2015,"Wednesday","PASSENGER CAR","","HAMPSHIRE ST","215 HAMPSHIRE ST",42.3730011,-71.0998993,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9256",9256,9256,1500001015,NA,2015,"Thursday","PASSENGER CAR","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)","BLACKSTONE STREET","46 BLACKSTONE STREET",42.3642998,-71.1147995,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9257",9257,9257,1500001016,NA,2015,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","SEVENTH","SEVENTH & THORNDIKE",42.3703995,-71.0858994,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9258",9258,9258,1500001017,NA,2015,"Thursday","PASSENGER CAR","","BROADWAY","BROADWAY & COLUMBIA",42.3679008,-71.0973969,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9259",9259,9259,1500001018,NA,2015,"Thursday","PASSENGER CAR","","MT. AUBURN ST.","625 MT. AUBURN ST.",42.3750992,-71.1467972,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9260",9260,9260,1500001019,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","LOWELL ST","24 LOWELL ST",42.3754005,-71.1332016,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9261",9261,9261,1500001020,NA,2015,"Friday","PASSENGER CAR","","HARVARD STREET","HARVARD STREET & COLUMBIA STREET",42.3670006,-71.0979004,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9262",9262,9262,1500001021,NA,2015,"Friday","PASSENGER CAR","PASSENGER CAR","BRATTLE ST","245 BRATTLE ST",42.3757019,-71.1428986,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9263",9263,9263,1500001022,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","PROSPECT STREET","PROSPECT STREET & BROADWAY",42.3693008,-71.1009979,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9264",9264,9264,1500001023,NA,2015,"Friday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","BROADWAY","BROADWAY & PROSPECT",42.3693008,-71.1009979,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9265",9265,9265,1500001024,NA,2015,"Saturday","","","ESSEX ST","ESSEX ST & MASS AVE",42.3651009,-71.1032028,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9266",9266,9266,1500001026,NA,2015,"Saturday","PASSENGER CAR","MOTORCYCLE","BROADWAY","329 BROADWAY",42.3693008,-71.1010971,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9267",9267,9267,1500001025,NA,2015,"Saturday","MOTORCYCLE","PASSENGER CAR","CAMBRIDGE ST","CAMBRIDGE ST & MARION",42.3722,-71.0889969,"sleet,hail,freezing rain or drizzle","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9268",9268,9268,1500001027,NA,2015,"Saturday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASS AVE","1568 MASS AVE",42.3782997,-71.1204987,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9269",9269,9269,1500001028,NA,2015,"Sunday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","BROOKLINE ST","BROOKLINE ST & FRANKLIN ST",42.3628998,-71.1024017,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9270",9270,9270,1500001029,NA,2015,"Sunday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","99 SHERMAN ST","99 SHERMAN ST",42.3891983,-71.1326981,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9271",9271,9271,1500001030,NA,2015,"Sunday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","WALDEN STREET","WALDEN STREET & RICHDALE AVENUE",42.3889008,-71.125,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9272",9272,9272,1500001032,NA,2015,"Sunday","PASSENGER CAR","","MASSACHUSETTS AVENUE","MASSACHUSETTS AVENUE & SOMERVILLE AVENUE",42.3889999,-71.1196976,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9273",9273,9273,1500001034,NA,2015,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","MASS AVE","2161 MASS AVE",42.3923988,-71.1247025,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9274",9274,9274,1500001035,NA,2015,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","INMAN ST.","11 INMAN ST.",42.3671989,-71.1050034,"rain","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9275",9275,9275,1500001037,NA,2015,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","FIRST ST","FIRST ST & LINSKEY WAY",42.3644981,-71.0783997,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9276",9276,9276,1500001038,NA,2015,"Monday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","PASSENGER CAR","MASS AVE","888 MASS AVE",42.368,-71.1081009,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9277",9277,9277,1500001041,NA,2015,"Tuesday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","MASS AVE","MASS AVE & GARDEN ST",42.3754997,-71.1199036,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9278",9278,9278,1500001040,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","KIRKLAND STREET","KIRKLAND STREET & IRVING STREET",42.3773994,-71.1106033,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9279",9279,9279,1500001047,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","DUNSTABLE RD","4 DUNSTABLE RD",42.3802986,-71.134201,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9280",9280,9280,1500001043,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","CAMBRIDGE ST","CAMBRIDGE ST & PROSPECT ST",42.3734016,-71.0980988,"SUNNY","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9281",9281,9281,1500001042,NA,2015,"Tuesday","PASSENGER CAR","PASSENGER CAR","BROADWAY","BROADWAY & PRESCOTT STREET",42.3744011,-71.1136017,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9282",9282,9282,1500001044,NA,2015,"Wednesday","PASSENGER CAR","","HAWTHORN ST.","HAWTHORN ST. & MT. AUBURN ST.",42.3744011,-71.1264038,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9283",9283,9283,1500001046,NA,2015,"Thursday","PASSENGER CAR","PASSENGER CAR","RINDGE AVE","RINDGE AVE & SHERMAN ST",42.3935013,-71.1328964,"snow","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9284",9284,9284,1500001051,NA,2015,"Thursday","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","","WHITTIER ST","18 WHITTIER ST",42.3871002,-71.126503,"SUNNY","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9285",9285,9285,1500001050,NA,2015,"Thursday","PASSENGER CAR","","ROGERS ST","37 ROGERS ST",42.3661003,-71.0793991,"clear","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9286",9286,9286,1500001048,NA,2015,"Thursday","PASSENGER CAR","","CAMBRIDGE ST","CAMBRIDGE ST & WINDSOR ST",42.3726997,-71.0932999,"SUNNY","6","2",NA,NA,NA,NA,NA,NA,"Spring"
"9287",9287,9287,1500001049,NA,2015,"Thursday","PASSENGER CAR","PASSENGER CAR","THIRD ST","THIRD ST & SPRING ST",42.3689995,-71.0802994,"cloudy","7","2",NA,NA,NA,NA,NA,NA,"Spring"
"9288",9288,9288,1500001052,NA,2015,"Friday","PASSENGER CAR","","ASH STREET","35 ASH STREET",42.3731003,-71.126297,"sleet,hail,freezing rain or drizzle","7","2",NA,NA,NA,NA,NA,NA,"Spring"
